Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202400000005;203 988 569;155 781 750;A01;1;1;4;1;1981.0;0;8;0;-1;-1; -1;-1
202400000005;203 988 570;155 781 751;B01;1;1;4;2;2005.0;0;8;0;-1;-1; -1;-1
202400000005;203 988 571;155 781 752;C01;1;1;1;1;2000.0;0;8;0;-1;-1; -1;-1
202400000005;203 988 572;155 781 753;D01;1;1;4;2;1963.0;0;8;0;-1;-1; -1;-1
202400000007;203 988 558;155 781 746;A01;4;2;3;1;2001.0;5;1;0;-1;-1; -1;-1
202400000007;203 988 559;155 781 746;A01;2;2;3;1;2001.0;5;1;0;-1;-1; -1;-1
202400000007;203 988 560;155 781 746;A01;3;2;1;1;2003.0;5;1;0;-1;-1; -1;-1
202400000007;203 988 561;155 781 746;A01;1;1;1;1;1997.0;5;1;0;-1;-1; -1;-1
202400000007;203 988 562;155 781 747;B01;1;1;1;1;1996.0;5;1;0;-1;-1; -1;-1
202400000041;203 988 466;155 781 684;A01;2;2;3;1;2007.0;5;1;9;-1;0;0;-1
202400000041;203 988 467;155 781 684;A01;7;2;3;2;2006.0;5;1;9;-1;0;0;-1
202400000041;203 988 468;155 781 684;A01;1;1;4;2;2006.0;5;1;9;-1;0;0;-1
202400000081;203 988 373;155 781 609;B01;1;1;4;1;1937.0;0;0;-1;-1;-1; -1;-1
202400000081;203 988 376;155 781 611;A01;1;1;1;2;1985.0;0;8;-1;-1;-1; -1;-1
202400000104;203 988 315;155 781 569;A01;1;1;4;1;1992.0;1;8;0;0;-1; -1;-1
202400000104;203 988 316;155 781 570;B01;1;1;1;1;1988.0;1;1;0;0;-1; -1;-1
202400000111;203 988 292;155 781 553;B01;1;1;4;1;1996.0;0;1;-1;-1;-1; -1;-1
202400000111;203 988 293;155 781 554;A01;2;2;4;2;1965.0;0;1;-1;-1;-1; -1;-1
202400000111;203 988 294;155 781 554;A01;3;2;4;2;1999.0;0;1;-1;-1;-1; -1;-1
202400000111;203 988 295;155 781 554;A01;4;2;1;1;1995.0;0;1;-1;-1;-1; -1;-1
202400000111;203 988 296;155 781 554;A01;1;1;1;1;1965.0;0;1;-1;-1;-1; -1;-1
202400000115;203 988 278;155 781 546;A01;1;1;2;1;1997.0;5;2;0;-1;0;0;-1
202400000148;203 988 203;155 781 488;A01;10;3;4;2;1999.0;1;0;-1;-1;9;3;1
202400000148;203 988 204;155 781 488;A01;1;1;1;1;1998.0;1;8;0;-1;-1; -1;-1
202400000168;203 988 162;155 781 456;A01;1;1;1;1;1983.0;5;1;-1;-1;0;0;-1
202400000168;203 988 164;155 781 457;B01;1;1;4;1;1943.0;5;2;-1;-1;0;0;-1
202400000174;203 988 144;155 781 445;A01;1;1;1;1;1971.0;9;8;-1;-1;0;0;-1
202400000174;203 988 146;155 781 447;B01;2;2;3;2;1956.0;9;8;-1;-1;0;0;-1
202400000174;203 988 147;155 781 447;B01;9;2;4;2;2014.0;9;8;-1;-1;0;0;-1
202400000174;203 988 148;155 781 447;B01;1;1;4;1;1954.0;5;8;-1;-1;0;0;-1
202400000177;203 988 137;155 781 439;A01;1;1;4;1;1982.0;4;1;0;0;-1; -1;-1
202400000177;203 988 139;155 781 440;B01;1;1;1;2;1998.0;1;1;0;0;-1; -1;-1
202400000183;203 988 117;155 781 428;B01;1;1;1;1;1939.0;5;1;-1;-1;0;0;-1
202400000183;203 988 119;155 781 430;A01;2;2;3;2;1956.0;5;1;-1;-1;0;0;-1
202400000183;203 988 121;155 781 430;A01;7;2;1;2;1992.0;5;1;-1;-1;0;0;-1
202400000183;203 988 122;155 781 430;A01;9;2;1;1;1953.0;5;1;-1;-1;0;0;-1
202400000183;203 988 123;155 781 430;A01;1;1;1;2;1996.0;5;1;-1;-1;0;0;-1
202400000195;203 988 088;155 781 408;A01;1;1;3;1;1994.0;0;8;0;-1;0;0;-1
202400000200;203 988 077;155 781 400;A01;1;1;3;2;1964.0;5;2;-1;-1;0;0;-1
202400000213;203 988 053;155 781 382;A01;1;1;1;1;1981.0;5;1;-1;-1;0;0;-1
202400000213;203 988 054;155 781 383;B01;1;1;4;1;1972.0;5;1;-1;-1;0;0;-1
202400000226;203 988 022;155 781 359;A01;1;1;1;1;1979.0;0;1;0;-1;-1; -1;-1
202400000226;203 988 023;155 781 360;B01;1;1;4;1;1979.0;0;1;0;-1;-1; -1;-1
202400000263;203 987 933;155 781 296;A01;1;1;4;2;1970.0;5;1;-1;-1;-1; -1;-1
202400000263;203 987 934;155 781 297;B01;2;2;4;1;1964.0;5;1;-1;-1;-1; -1;-1
202400000263;203 987 935;155 781 297;B01;1;1;1;2;1980.0;5;1;-1;-1;-1; -1;-1
202400000269;203 987 919;155 781 288;A01;1;1;1;2;1997.0;9;1;0;-1;-1; -1;-1
202400000269;203 987 920;155 781 289;B01;1;1;4;2;1965.0;0;1;0;-1;-1; -1;-1
202400000275;203 987 907;155 781 278;A01;10;3;4;1;1974.0;0;0;-1;-1;2;3;1
202400000275;203 987 908;155 781 278;A01;1;1;1;1;1950.0;0;1;0;-1;-1; -1;-1
202400000278;203 987 899;155 781 271;A01;1;1;1;1;2001.0;0;1;8;-1;-1; -1;-1
202400000278;203 987 900;155 781 272;B01;1;1;1;2;1995.0;0;1;8;-1;-1; -1;-1
202400000278;203 987 901;155 781 273;C01;1;1;4;2;1989.0;0;1;8;-1;-1; -1;-1
202400000284;203 987 884;155 781 263;A01;1;1;1;1;2004.0;-1;1;-1;-1;-1; -1;-1
202400000284;203 987 885;155 781 264;B01;1;1;4;2;1990.0;1;1;0;-1;-1; -1;-1
202400000293;203 987 863;155 781 247;A01;1;1;4;1;1998.0;5;2;6;-1;0;0;-1
202400000293;203 987 864;155 781 248;B01;1;1;1;1;1999.0;1;1;0;-1;0;0;-1
202400000315;203 987 816;155 781 202;A01;1;1;1;1;1968.0;4;8;0;-1;-1; -1;-1
202400000315;203 987 817;155 781 203;B01;1;1;2;1;1977.0;0;2;6;-1;-1; -1;-1
202400000333;203 987 777;155 781 172;B01;2;2;4;2;1976.0;4;1;0;-1;0;0;-1
202400000333;203 987 778;155 781 172;B01;4;2;4;1;1992.0;4;1;0;-1;0;0;-1
202400000333;203 987 779;155 781 172;B01;1;1;1;1;1988.0;4;1;0;-1;0;0;-1
202400000333;203 987 781;155 781 174;A01;1;1;3;2;2003.0;5;1;0;-1;0;0;-1
202400000336;203 987 770;155 781 165;A01;1;1;4;1;1966.0;0;1;0;-1;-1; -1;-1
202400000336;203 987 771;155 781 166;B01;1;1;1;1;1993.0;0;2;6;-1;-1; -1;-1
202400000336;203 987 772;155 781 167;C01;1;1;1;1;1961.0;1;1;0;-1;-1; -1;-1
202400000374;203 987 680;155 781 093;B01;1;1;3;1;2001.0;5;0;-1;-1;0;0;-1
202400000374;203 987 681;155 781 094;A01;1;1;1;1;1977.0;5;1;-1;-1;0;0;-1
202400000382;203 987 666;155 781 079;B01;1;1;4;2;1950.0;5;1;-1;-1;0;0;-1
202400000382;203 987 667;155 781 080;A01;1;1;3;1;1985.0;4;1;-1;-1;0;0;-1
202400000386;203 987 653;155 781 072;A01;2;2;4;2;1959.0;9;8;-1;-1;0;0;-1
202400000386;203 987 654;155 781 072;A01;9;2;4;1;1958.0;9;8;-1;-1;0;0;-1
202400000386;203 987 655;155 781 072;A01;8;2;3;2;2015.0;9;1;-1;-1;0;0;-1
202400000386;203 987 656;155 781 072;A01;1;1;4;2;1994.0;9;8;-1;-1;0;0;-1
202400000397;203 987 632;155 781 054;A01;1;1;3;1;1956.0;0;2;6;-1;0;0;-1
202400000411;203 987 596;155 781 031;B01;4;2;4;1;2010.0;2;8;0;-1;-1; -1;-1
202400000411;203 987 597;155 781 031;B01;4;2;4;2;1999.0;1;8;0;-1;-1; -1;-1
202400000411;203 987 599;155 781 031;B01;4;2;4;1;2009.0;2;8;0;-1;-1; -1;-1
202400000411;203 987 600;155 781 031;B01;1;1;1;1;1974.0;4;1;0;-1;-1; -1;-1
202400000411;203 987 601;155 781 033;A01;1;1;1;1;1989.0;4;1;0;-1;-1; -1;-1
202400000417;203 987 576;155 781 019;C01;1;1;1;2;2003.0;0;1;-1;-1;-1; -1;-1
202400000417;203 987 577;155 781 020;A01;1;1;4;2;1975.0;1;2;6;-1;-1; -1;-1
202400000417;203 987 580;155 781 022;B01;1;1;1;1;1961.0;4;1;-1;-1;-1; -1;-1
202400000430;203 987 542;155 780 990;A01;1;1;1;1;1994.0;4;1;0;-1;-1; -1;-1
202400000430;203 987 543;155 780 991;B01;1;1;4;1;1990.0;1;2;6;-1;-1; -1;-1
202400000431;203 987 539;155 780 987;A01;1;1;4;1;1986.0;0;1;0;-1;-1; -1;-1
202400000431;203 987 540;155 780 988;B01;1;1;1;1;2000.0;9;1;0;-1;-1; -1;-1
202400000431;203 987 541;155 780 989;C01;1;1;1;2;1974.0;0;1;0;-1;-1; -1;-1
202400000432;203 987 538;155 780 986;A01;1;1;3;1;1993.0;0;2;6;0;-1; -1;-1
202400000440;203 987 515;155 780 968;A01;1;1;1;1;1989.0;5;1;8;-1;0;0;-1
202400000440;203 987 516;155 780 969;B01;1;1;3;1;1971.0;9;1;8;-1;0;0;-1
202400000440;203 987 517;155 780 969;B01;3;2;3;1;1987.0;9;1;8;-1;0;0;-1
202400000440;203 987 518;155 780 969;B01;2;2;1;1;1972.0;9;1;0;-1;0;0;-1
202400000445;203 987 498;155 780 955;C01;1;1;1;1;1952.0;0;1;0;-1;-1; -1;-1
202400000445;203 987 499;155 780 956;D01;1;1;1;1;2003.0;4;1;0;-1;-1; -1;-1
202400000445;203 987 500;155 780 957;A01;1;1;1;1;1955.0;5;1;0;-1;-1; -1;-1
202400000445;203 987 501;155 780 957;A01;2;2;4;2;1954.0;5;1;0;-1;-1; -1;-1
202400000445;203 987 502;155 780 958;B01;1;1;1;1;1985.0;0;1;0;-1;-1; -1;-1
202400000445;203 987 503;155 780 958;B01;2;2;4;1;1991.0;0;1;0;-1;-1; -1;-1
202400000455;203 987 473;155 780 936;A01;10;3;3;2;1956.0;5;0;-1;-1;2;3;1
202400000455;203 987 474;155 780 936;A01;1;1;1;2;1966.0;1;1;0;-1;-1; -1;-1
202400000463;203 987 443;155 780 925;A01;1;1;4;1;2003.0;0;1;0;-1;-1; -1;-1
202400000466;203 987 433;155 780 918;A01;1;1;4;1;1981.0;5;0;-1;-1;0;0;-1
202400000470;203 987 424;155 780 911;A01;1;1;3;1;1989.0;5;2;8;-1;-1; -1;-1
202400000477;203 987 407;155 780 903;A01;10;3;4;1;2007.0;5;0;-1;-1;5;B;1
202400000477;203 987 409;155 780 903;A01;1;1;1;2;2004.0;5;1;0;-1;-1; -1;-1
202400000481;203 987 398;155 780 898;A01;10;3;4;2;1976.0;3;0;-1;-1;5;4;1
202400000481;203 987 399;155 780 898;A01;1;1;1;1;1978.0;3;2;8;-1;-1; -1;-1
202400000485;203 987 390;155 780 892;A01;1;1;4;2;1954.0;9;1;0;-1;-1; -1;-1
202400000509;203 987 329;155 780 845;A01;2;2;1;2;1963.0;5;1;0;-1;-1; -1;-1
202400000509;203 987 331;155 780 845;A01;1;1;1;1;1962.0;5;1;8;-1;-1; -1;-1
202400000509;203 987 332;155 780 847;B01;1;1;1;1;1992.0;0;2;6;-1;-1; -1;-1
202400000509;203 987 333;155 780 847;B01;2;2;4;1;1994.0;0;2;6;-1;-1; -1;-1
202400000537;203 987 258;155 780 791;A01;2;2;1;1;2000.0;1;1;-1;-1;0;0;-1
202400000537;203 987 259;155 780 791;A01;1;1;1;1;1977.0;1;1;-1;-1;0;0;-1
202400000537;203 987 260;155 780 793;B01;1;1;3;1;2008.0;1;2;6;-1;0;0;-1
202400000544;203 987 244;155 780 781;A01;10;3;4;1;1991.0;5;0;-1;-1;2;3;1
202400000544;203 987 247;155 780 781;A01;1;1;1;1;1960.0;5;1;-1;-1;0;0;-1
202400000565;203 987 187;155 780 738;A01;1;1;3;2;1962.0;0;1;-1;-1;0;0;-1
202400000565;203 987 191;155 780 741;C01;1;1;1;1;1974.0;0;1;-1;-1;0;0;-1
202400000565;203 987 192;155 780 742;B01;1;1;1;1;1972.0;0;1;-1;-1;0;0;-1
202400000586;203 987 154;155 780 708;A01;1;1;4;2;1988.0;9;2;0;-1;0;0;-1
202400000587;203 987 151;155 780 705;A01;1;1;2;1;1965.0;5;2;6;-1;0;0;-1
202400000594;203 987 131;155 780 695;A01;1;1;1;2;1995.0;9;1;-1;-1;-1; -1;-1
202400000594;203 987 133;155 780 696;B01;1;1;4;1;1974.0;9;8;-1;-1;-1; -1;-1
202400000624;203 987 054;155 780 640;A01;1;1;3;1;2001.0;5;1;-1;-1;0;0;-1
202400000629;203 987 044;155 780 634;A01;10;3;3;1;1952.0;5;0;-1;-1;5;1;2
202400000629;203 987 046;155 780 634;A01;1;1;1;1;1969.0;5;1;-1;-1;0;0;-1
202400000645;203 987 004;155 780 604;A01;10;3;3;1;1948.0;5;0;-1;-1;3;3;1
202400000645;203 987 005;155 780 604;A01;1;1;1;1;1953.0;5;1;0;-1;-1; -1;-1
202400000652;203 986 981;155 780 591;A01;2;2;4;1;2002.0;0;1;5;-1;-1; -1;-1
202400000652;203 986 982;155 780 591;A01;1;1;4;1;1999.0;9;1;5;-1;-1; -1;-1
202400000660;203 986 963;155 780 578;A01;1;1;4;1;1968.0;1;2;6;-1;-1; -1;-1
202400000665;203 986 954;155 780 569;A01;1;1;4;1;2002.0;5;1;0;-1;-1; -1;-1
202400000673;203 986 935;155 780 556;A01;1;1;3;1;1980.0;1;2;8;-1;-1; -1;-1
202400000674;203 986 934;155 780 555;A01;1;1;1;1;1998.0;5;1;0;-1;-1; -1;-1
202400000674;203 986 936;155 780 557;B01;1;1;4;1;2000.0;4;2;0;-1;-1; -1;-1
202400000682;203 986 914;155 780 541;A01;10;3;3;1;2006.0;2;0;-1;-1;2;5;3
202400000682;203 986 915;155 780 541;A01;1;1;1;1;2004.0;2;1;0;-1;0;0;-1
202400000688;203 986 895;155 780 530;A01;1;1;4;2;1989.0;1;8;0;-1;-1; -1;-1
202400000709;203 986 848;155 780 494;A01;1;1;1;1;2004.0;0;8;0;-1;0;0;-1
202400000709;203 986 849;155 780 494;A01;10;3;4;1;1935.0;0;0;-1;-1;1;3;1
202400000726;203 986 816;155 780 470;A01;10;3;3;1;1958.0;0;0;-1;-1;1;3;1
202400000726;203 986 817;155 780 470;A01;1;1;4;1;1988.0;1;2;0;-1;-1; -1;-1
202400000730;203 986 808;155 780 464;A01;1;1;4;2;1997.0;0;8;0;0;-1; -1;-1
202400000730;203 986 810;155 780 465;B01;1;1;1;1;1963.0;9;1;0;0;-1; -1;-1
202400000737;203 986 794;155 780 452;A01;1;1;1;2;1993.0;4;1;0;-1;-1; -1;-1
202400000737;203 986 795;155 780 453;B01;1;1;4;2;1986.0;5;1;0;-1;-1; -1;-1
202400000781;203 986 680;155 780 375;A01;1;1;1;2;1939.0;9;1;0;-1;0;0;-1
202400000781;203 986 681;155 780 377;B01;1;1;4;1;1968.0;0;2;8;-1;0;0;-1
202400000808;203 986 622;155 780 331;A01;1;1;3;1;1962.0;5;2;6;9;0;0;-1
202400000812;203 986 606;155 780 322;B01;1;1;4;2;1986.0;9;2;6;-1;0;0;-1
202400000812;203 986 608;155 780 324;A01;1;1;1;1;1983.0;5;1;4;-1;0;0;-1
202400000813;203 986 605;155 780 321;A01;1;1;3;1;2008.0;9;2;6;-1;0;0;-1
202400000822;203 986 582;155 780 305;B01;1;1;3;1;1975.0;0;2;-1;-1;0;0;-1
202400000822;203 986 583;155 780 306;A01;1;1;1;1;1973.0;0;1;-1;-1;0;0;-1
202400000843;203 986 536;155 780 266;A01;1;1;1;1;1993.0;0;1;-1;-1;0;0;-1
202400000843;203 986 538;155 780 268;B01;1;1;4;1;1971.0;0;1;-1;-1;0;0;-1
202400000851;203 986 523;155 780 255;A01;1;1;1;2;1985.0;1;1;-1;-1;0;0;-1
202400000851;203 986 524;155 780 256;B01;1;1;3;1;2001.0;1;0;-1;-1;0;0;-1
202400000854;203 986 518;155 780 250;A01;1;1;4;2;1983.0;5;1;0;-1;-1; -1;-1
202400000854;203 986 519;155 780 251;B01;1;1;1;2;1998.0;5;1;0;-1;-1; -1;-1
202400000862;203 986 498;155 780 235;C01;1;1;4;1;1994.0;1;2;6;-1;-1; -1;-1
202400000862;203 986 499;155 780 236;A01;1;1;3;1;1988.0;1;2;6;-1;-1; -1;-1
202400000862;203 986 500;155 780 237;B01;1;1;1;1;1971.0;1;1;0;-1;-1; -1;-1
202400000867;203 986 484;155 780 225;A01;1;1;1;1;1985.0;4;1;8;-1;0;0;-1
202400000867;203 986 485;155 780 226;B01;3;2;1;2;2021.0;0;1;8;-1;0;0;-1
202400000867;203 986 486;155 780 226;B01;2;2;4;2;1986.0;0;1;8;-1;0;0;-1
202400000867;203 986 487;155 780 226;B01;1;1;1;1;1989.0;0;1;8;-1;0;0;-1
202400000880;203 986 451;155 780 202;B01;1;1;4;1;1956.0;0;8;0;-1;-1; -1;-1
202400000880;203 986 452;155 780 203;A01;1;1;1;2;1971.0;0;1;0;-1;-1; -1;-1
202400000885;203 986 441;155 780 194;A01;2;2;3;1;2000.0;5;2;6;-1;-1; -1;-1
202400000885;203 986 442;155 780 194;A01;1;1;3;1;2002.0;5;2;6;-1;-1; -1;-1
202400000891;203 986 428;155 780 185;A01;10;3;1;2;1975.0;5;0;-1;-1;2;3;2
202400000891;203 986 429;155 780 185;A01;10;3;4;2;2004.0;5;0;-1;-1;2;3;2
202400000891;203 986 430;155 780 185;A01;1;1;1;2;1972.0;5;1;0;-1;-1; -1;-1
202400000893;203 986 424;155 780 183;A01;2;2;4;2;2007.0;5;2;6;-1;-1; -1;-1
202400000893;203 986 425;155 780 183;A01;1;1;4;2;2006.0;5;2;6;-1;-1; -1;-1
202400000914;203 986 375;155 780 148;B01;8;2;4;1;1983.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 376;155 780 148;B01;8;2;4;2;2001.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 377;155 780 148;B01;8;2;4;2;1968.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 378;155 780 148;B01;8;2;4;1;1995.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 379;155 780 148;B01;8;2;4;1;1993.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 380;155 780 148;B01;8;2;4;2;2008.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 381;155 780 148;B01;8;2;4;1;2011.0;0;8;0;-1;-1; -1;-1
202400000914;203 986 382;155 780 148;B01;1;1;1;1;1974.0;4;1;0;-1;-1; -1;-1
202400000914;203 986 383;155 780 149;A01;1;1;4;2;2003.0;5;1;0;-1;-1; -1;-1
202400000915;203 986 373;155 780 146;B01;1;1;3;1;2006.0;5;2;0;-1;-1; -1;-1
202400000915;203 986 374;155 780 147;A01;1;1;4;1;1996.0;5;2;0;-1;-1; -1;-1
202400000927;203 986 344;155 780 125;A01;1;1;4;1;2005.0;5;2;6;0;-1; -1;-1
202400000927;203 986 345;155 780 126;B01;1;1;1;1;1973.0;1;1;0;0;-1; -1;-1
202400000928;203 986 342;155 780 123;B01;1;1;4;1;1985.0;0;8;0;0;-1; -1;-1
202400000928;203 986 343;155 780 124;A01;1;1;1;1;1984.0;0;1;0;0;-1; -1;-1
202400000931;203 986 336;155 780 118;A01;1;1;1;2;1987.0;5;1;0;0;-1; -1;-1
202400000931;203 986 337;155 780 119;B01;1;1;4;1;1998.0;1;2;0;0;-1; -1;-1
202400000940;203 986 322;155 780 106;A01;1;1;3;1;2008.0;5;8;0;-1;-1; -1;-1
202400000950;203 986 301;155 780 087;B01;1;1;4;1;1994.0;0;8;-1;-1;-1; -1;-1
202400000950;203 986 302;155 780 088;A01;1;1;1;1;1991.0;0;1;-1;-1;-1; -1;-1
202400000963;203 986 270;155 780 064;Z01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1
202400000963;203 986 271;155 780 064;Z01;10;3;4;1;1955.0;5;8;8;-1;3;3;1
202400000986;203 986 221;155 780 025;A01;1;1;1;1;2004.0;2;2;6;0;-1; -1;-1
202400000986;203 986 222;155 780 025;A01;10;3;4;1;2010.0;3;0;0;0;1;3;1
202400000999;203 986 184;155 779 998;C01;1;1;4;1;2000.0;5;1;-1;-1;0;0;-1
202400000999;203 986 185;155 779 999;D01;1;1;1;1;1948.0;5;1;-1;-1;0;0;-1
202400000999;203 986 187;155 780 001;A01;2;2;3;1;2005.0;5;1;-1;-1;0;0;-1
202400000999;203 986 188;155 780 001;A01;1;1;3;1;2005.0;5;1;-1;-1;0;0;-1
202400000999;203 986 190;155 780 003;B01;3;2;1;1;2017.0;5;1;3;-1;0;0;-1
202400000999;203 986 191;155 780 003;B01;4;2;1;2;2016.0;5;1;3;-1;0;0;-1
202400000999;203 986 192;155 780 003;B01;1;1;1;1;1978.0;5;1;-1;-1;0;0;-1
202400001004;203 986 172;155 779 991;A01;10;3;4;2;1995.0;3;0;-1;-1;4;3;1
202400001004;203 986 173;155 779 991;A01;1;1;1;2;1946.0;3;1;-1;-1;-1; -1;-1
202400001006;203 986 167;155 779 987;A01;1;1;4;2;1975.0;1;1;-1;-1;-1; -1;-1
202400001006;203 986 169;155 779 988;B01;1;1;4;1;1986.0;1;1;-1;-1;-1; -1;-1
202400001031;203 986 108;155 779 946;A01;4;2;1;2;2023.0;5;3;-1;-1;0;0;-1
202400001031;203 986 109;155 779 946;A01;5;2;1;2;1994.0;5;1;-1;-1;0;0;-1
202400001031;203 986 110;155 779 946;A01;2;2;1;1;2024.0;5;3;-1;-1;0;0;-1
202400001031;203 986 111;155 779 946;A01;1;1;4;2;1992.0;5;1;-1;-1;0;0;-1
202400001031;203 986 113;155 779 948;B01;1;1;1;1;1968.0;4;1;-1;-1;0;0;-1
202400001040;203 986 088;155 779 929;B01;1;1;3;1;2003.0;4;1;0;-1;-1; -1;-1
202400001040;203 986 090;155 779 931;C01;1;1;1;1;1979.0;5;1;0;-1;-1; -1;-1
202400001040;203 986 092;155 779 932;D01;1;1;1;1;1995.0;5;1;0;-1;-1; -1;-1
202400001040;203 986 093;155 779 933;E01;1;1;1;1;1999.0;4;1;0;-1;-1; -1;-1
202400001040;203 986 094;155 779 934;A01;1;1;1;1;1987.0;4;1;0;-1;-1; -1;-1
202400001054;203 986 058;155 779 906;B01;1;1;4;1;1991.0;9;2;6;0;-1; -1;-1
202400001054;203 986 060;155 779 908;Z01;1;1;1;-1;;-1;8;8;8;-1; -1;-1
202400001091;203 985 980;155 779 843;A01;1;1;4;1;1987.0;0;1;0;-1;0;0;-1
202400001098;203 985 965;155 779 828;A01;1;1;1;2;1987.0;4;1;8;-1;-1; -1;-1
202400001098;203 985 967;155 779 830;B01;1;1;4;2;1976.0;1;1;8;-1;-1; -1;-1
202400001098;203 985 968;155 779 831;C01;1;1;1;1;1972.0;1;1;8;-1;-1; -1;-1
202400001119;203 985 918;155 779 794;A01;1;1;4;2;1973.0;4;1;0;-1;0;0;-1
202400001119;203 985 919;155 779 795;B01;1;1;1;2;1987.0;4;1;0;-1;0;0;-1
202400001123;203 985 905;155 779 787;A01;1;1;1;1;1979.0;5;1;0;-1;4;3;1
202400001123;203 985 907;155 779 787;A01;10;3;4;2;1945.0;5;0;-1;-1;4;3;1
202400001125;203 985 903;155 779 785;A01;1;1;3;1;2003.0;5;1;-1;-1;0;0;-1
202400001125;203 985 908;155 779 789;B01;2;2;1;2;1956.0;5;1;-1;-1;0;0;-1
202400001125;203 985 911;155 779 789;B01;1;1;4;1;1956.0;5;1;-1;-1;0;0;-1
202400001125;203 985 912;155 779 790;C01;2;2;1;1;1957.0;5;1;-1;-1;0;0;-1
202400001125;203 985 913;155 779 790;C01;1;1;4;2;1961.0;5;1;-1;-1;0;0;-1
202400001127;203 985 899;155 779 783;A01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1
202400001127;203 985 901;155 779 783;A01;10;3;4;1;1999.0;1;8;8;-1;1;3;1
202400001139;203 985 872;155 779 765;A01;1;1;3;2;1988.0;9;8;0;-1;-1; -1;-1
202400001157;203 985 827;155 779 730;A01;10;3;3;2;1944.0;0;8;8;-1;4;3;1
202400001157;203 985 828;155 779 730;A01;1;1;1;1;2007.0;9;2;6;-1;-1; -1;-1
202400001164;203 985 816;155 779 722;A01;1;1;2;1;1943.0;5;1;-1;-1;0;0;-1
202400001165;203 985 814;155 779 721;A01;1;1;1;2;1992.0;1;1;-1;-1;-1; -1;-1
202400001165;203 985 815;155 779 721;A01;10;3;3;1;1990.0;1;0;0;0;1;3;1
202400001166;203 985 812;155 779 719;B01;1;1;3;1;1990.0;9;2;0;-1;0;0;-1
202400001166;203 985 813;155 779 720;A01;1;1;1;2;1976.0;9;1;0;-1;0;0;-1
202400001170;203 985 793;155 779 707;A01;1;1;4;1;2007.0;1;2;8;-1;-1; -1;-1
202400001170;203 985 798;155 779 710;B01;1;1;1;1;1976.0;4;1;8;-1;-1; -1;-1
202400001176;203 985 784;155 779 699;A01;1;1;3;1;2006.0;5;2;6;-1;0;0;-1
202400001176;203 985 785;155 779 700;B01;1;1;1;2;1977.0;5;1;-1;-1;0;0;-1
202400001181;203 985 771;155 779 689;A01;1;1;4;2;1964.0;1;8;-1;-1;0;0;-1
202400001181;203 985 773;155 779 691;B01;1;1;1;1;1974.0;0;8;-1;-1;0;0;-1
202400001183;203 985 766;155 779 686;A01;10;3;3;1;1962.0;0;0;-1;-1;6;1;2
202400001183;203 985 767;155 779 686;A01;1;1;1;1;1967.0;1;1;-1;-1;0;0;-1
202400001198;203 985 732;155 779 660;B01;1;1;1;1;1987.0;5;8;0;-1;0;0;-1
202400001198;203 985 733;155 779 661;A01;1;1;4;2;1972.0;9;0;-1;-1;0;0;-1
202400001220;203 985 683;155 779 625;A01;1;1;3;2;1960.0;5;1;-1;-1;0;0;-1
202400001222;203 985 680;155 779 622;A01;10;3;4;2;2019.0;9;0;-1;-1;3;3;1
202400001222;203 985 681;155 779 622;A01;1;1;1;2;2002.0;0;1;0;-1;-1; -1;-1
202400001228;203 985 665;155 779 613;A01;1;1;4;2;1996.0;0;1;-1;-1;0;0;-1
202400001228;203 985 667;155 779 615;B01;2;2;3;2;1939.0;0;1;-1;-1;0;0;-1
202400001228;203 985 670;155 779 615;B01;1;1;4;1;1956.0;0;1;-1;-1;0;0;-1
202400001247;203 985 621;155 779 583;B01;1;1;3;1;2005.0;5;8;0;0;-1; -1;-1
202400001247;203 985 622;155 779 584;A01;1;1;3;1;2000.0;5;8;0;0;-1; -1;-1
202400001254;203 985 607;155 779 571;B01;1;1;1;1;1962.0;5;1;0;-1;-1; -1;-1
202400001254;203 985 609;155 779 573;A01;1;1;2;1;1988.0;1;2;6;-1;-1; -1;-1
202400001277;203 985 553;155 779 531;B01;1;1;4;1;1974.0;1;1;-1;-1;0;0;-1
202400001277;203 985 555;155 779 533;C01;1;1;4;1;1988.0;1;1;-1;-1;0;0;-1
202400001277;203 985 558;155 779 536;D01;1;1;1;1;1965.0;1;1;-1;-1;0;0;-1
202400001277;203 985 561;155 779 538;A01;1;1;1;1;1981.0;1;1;-1;-1;0;0;-1
202400001279;203 985 544;155 779 526;B01;1;1;4;1;1973.0;0;1;8;-1;-1; -1;-1
202400001279;203 985 549;155 779 528;A01;1;1;4;1;1983.0;0;1;8;-1;-1; -1;-1
202400001279;203 985 551;155 779 530;C01;1;1;1;2;1972.0;0;1;8;-1;-1; -1;-1
202400001282;203 985 537;155 779 521;A01;1;1;1;1;2004.0;2;1;0;0;-1; -1;-1
202400001282;203 985 540;155 779 523;B01;1;1;4;1;1987.0;1;2;0;0;-1; -1;-1
